Año,Pais,SEXO,situ_eco,satisfaccion,confianza_ffa,confianza_polis,confianza_iglesia,confianza_congreso,confianza_gob,confianza_pj,confianza_partidos,confianza_orga_elector,confianza_presi,izq_der,democracia_mejor,autoritario_problemas,control_medios,gob_militar,interes,Educacion,izq_dummy_izquierda,izq_dummy_centro,izq_dummy_derecha,sexo_dummy_hombre,gob_militar_dummy
2020,Bolivia,1,3.0,4.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,,3.0,1.0,2.0,5,0,1,0,1,1
2020,Bolivia,2,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2,0,0,1,0,0
2020,Bolivia,2,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,,3.0,4.0,2.0,2.0,5,0,0,0,0,0
2020,Bolivia,1,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1,0,0,1,1,1
2020,Bolivia,2,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,7,0,1,0,0,1
2020,Bolivia,1,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,5,0,0,1,1,1
2020,Bolivia,2,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2,0,1,0,0,1
2020,Bolivia,2,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,5,0,1,0,0,0
2020,Bolivia,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4,0,1,0,0,0
2020,Bolivia,2,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,,2.0,1.0,4,0,0,0,0,0
2020,Bolivia,1,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4,0,1,0,1,0
2020,Bolivia,1,3.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,5,0,1,0,1,1
2020,Bolivia,2,2.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1,0,0,1,0,1
2020,Bolivia,1,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,6,1,0,0,1,1
2020,Bolivia,2,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,3.0,3.0,,2.0,3,1,0,0,0,0
2020,Bolivia,1,2.0,2.0,2.0,2.0,4.0,,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,4,1,0,0,1,0
2020,Bolivia,1,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,7,0,1,0,1,1
2020,Bolivia,2,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,2,0,0,1,0,1
2020,Bolivia,1,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,7,0,1,0,1,1
2020,Bolivia,1,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,6,0,1,0,1,0
2020,Bolivia,1,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3,0,0,1,1,1
2020,Bolivia,2,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,,2.0,5,0,1,0,0,0
2020,Bolivia,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1,0,1,0,1,1
2020,Bolivia,1,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4,0,1,0,1,0
2020,Bolivia,1,3.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,4,0,1,0,1,1
2020,Bolivia,2,1.0,,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2,0,0,1,0,0
2020,Bolivia,2,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,7,0,1,0,0,0
2020,Bolivia,2,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,5,0,1,0,0,0
2020,Bolivia,2,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3,0,0,1,0,0
2020,Bolivia,1,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,3,0,1,0,1,0
2020,Bolivia,1,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,7,0,0,1,1,0
2020,Bolivia,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,7,0,0,0,1,0
2020,Bolivia,1,3.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,4,1,0,0,1,1
2020,Bolivia,2,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,6,0,1,0,0,0
2020,Bolivia,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1,0,0,1,0,0
2020,Bolivia,2,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,2,0,0,0,0,0
2020,Bolivia,1,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,7,0,1,0,1,0
2020,Bolivia,1,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,5,0,1,0,1,0
2020,Bolivia,1,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,5,0,1,0,1,1
2020,Bolivia,2,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,0,1,0,0,0
2020,Bolivia,1,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,0,1,0,1,1
2020,Bolivia,2,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,6,0,1,0,0,1
2020,Bolivia,2,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,5,0,1,0,0,0
2020,Bolivia,2,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7,0,1,0,0,1
2020,Bolivia,1,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5,1,0,0,1,1
2020,Bolivia,2,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,,3.0,2.0,2.0,2.0,3.0,7,0,0,0,0,0
2020,Bolivia,1,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,6,1,0,0,1,1
2020,Bolivia,1,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,7,0,1,0,1,1
2020,Bolivia,2,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,1.0,,,,2.0,,3.0,2.0,1.0,3,0,0,0,0,0
2020,Bolivia,2,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,6,0,0,0,0,0
2020,Bolivia,2,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,7,0,1,0,0,1
2020,Bolivia,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,6,0,1,0,0,0
2020,Bolivia,1,3.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2,0,0,1,1,0
2020,Bolivia,1,2.0,2.0,,,3.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,1.0,4,0,0,0,1,0
2020,Bolivia,2,1.0,3.0,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1,0,1,0,0,0
2020,Bolivia,1,1.0,2.0,3.0,4.0,4.0,,1.0,1.0,,1.0,2.0,,3.0,1.0,4.0,2.0,3.0,1,0,0,0,1,0
2020,Bolivia,1,3.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,7,0,1,0,1,0
2020,Bolivia,1,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,4,0,0,1,1,1
2020,Bolivia,2,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5,0,1,0,0,0
2020,Bolivia,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3,0,1,0,1,1
2020,Bolivia,2,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1,0,1,0,0,0
2020,Bolivia,2,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4,0,1,0,0,0
2020,Bolivia,2,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5,0,0,1,0,1
2020,Bolivia,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2,0,0,1,1,1
2020,Bolivia,1,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,7,0,1,0,1,0
2020,Bolivia,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1,0,1,0,1,1
2020,Bolivia,2,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,,1.0,2.0,4.0,1.0,1.0,2.0,2,1,0,0,0,1
2020,Bolivia,2,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,4,0,0,1,0,1
2020,Bolivia,1,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,,2.0,3.0,2.0,2.0,3.0,2,0,0,0,1,0
2020,Bolivia,2,3.0,,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,3.0,3.0,2.0,1.0,4,0,0,0,0,0
2020,Bolivia,1,4.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4,0,0,1,1,1
2020,Bolivia,1,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,7,0,1,0,1,0
2020,Bolivia,2,3.0,2.0,1.0,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,,,,,2.0,1.0,2,0,0,0,0,0
2020,Bolivia,2,3.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2,1,0,0,0,0
2020,Bolivia,2,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,5,0,1,0,0,0
2020,Bolivia,1,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,4,1,0,0,1,0
2020,Bolivia,1,2.0,2.0,3.0,1.0,3.0,3.0,,3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4,0,1,0,1,1
2020,Bolivia,2,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,6,1,0,0,0,1
2020,Bolivia,2,3.0,3.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,,2.0,3.0,3.0,2.0,1.0,4,0,0,0,0,0
2020,Bolivia,1,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3,0,1,0,1,0
2020,Bolivia,1,3.0,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2,0,1,0,1,1
2020,Bolivia,1,1.0,2.0,3.0,3.0,,2.0,,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,2.0,1.0,2,0,0,0,1,0
2020,Bolivia,2,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,5,0,1,0,0,0
2020,Bolivia,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,5,0,1,0,0,0
2020,Bolivia,1,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5,1,0,0,1,1
2020,Bolivia,2,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5,0,0,1,0,0
2020,Bolivia,2,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,5,0,0,1,0,0
2020,Bolivia,2,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,4,0,1,0,0,0
2020,Bolivia,1,3.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3,0,1,0,1,0
2020,Bolivia,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2,1,0,0,1,0
2020,Bolivia,1,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,7,1,0,0,1,1
2020,Bolivia,1,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4,0,0,1,1,1
2020,Bolivia,2,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,7,0,0,1,0,0
2020,Bolivia,2,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4,0,1,0,0,0
2020,Bolivia,2,3.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,5,0,0,1,0,1
2020,Bolivia,1,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2,1,0,0,1,1
2020,Bolivia,1,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,2,0,1,0,1,1
2020,Bolivia,2,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,4,0,1,0,0,0
2020,Bolivia,1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,5,0,1,0,1,0
2020,Bolivia,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2,0,1,0,0,1
2020,Bolivia,1,2.0,,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,1.0,1,0,1,0,1,0
2020,Bolivia,2,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,5,0,1,0,0,1
2020,Bolivia,2,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4,0,1,0,0,0
2020,Bolivia,1,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2,1,0,0,1,1
2020,Bolivia,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2,1,0,0,1,0
2020,Bolivia,2,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,5,0,1,0,0,1
2020,Bolivia,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,5,0,1,0,0,1
2020,Bolivia,1,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,6,1,0,0,1,1
2020,Bolivia,2,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4,1,0,0,0,0
2020,Bolivia,1,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,5,0,1,0,1,1
2020,Bolivia,1,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,7,0,1,0,1,0
2020,Bolivia,1,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,3.0,2.0,1.0,4,0,0,0,1,0
2020,Bolivia,2,2.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,4.0,2.0,1.0,1.0,7,0,0,0,0,1
2020,Bolivia,2,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,,1.0,4.0,3.0,2.0,2.0,5,0,0,0,0,0
2020,Bolivia,2,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5,0,1,0,0,0
2020,Bolivia,1,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,7,0,1,0,1,0
2020,Bolivia,1,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5,0,1,0,1,0
2020,Bolivia,2,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,7,0,1,0,0,0
2020,Bolivia,1,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,6,0,1,0,1,0
2020,Bolivia,2,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,2.0,1.0,1.0,2,0,0,0,0,1
2020,Bolivia,1,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,7,0,1,0,1,0
2020,Bolivia,1,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,5,1,0,0,1,0
2020,Bolivia,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,5,0,1,0,0,1
2020,Bolivia,2,2.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,7,0,1,0,0,0
2020,Bolivia,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3,0,1,0,0,0
2020,Bolivia,1,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,5,0,1,0,1,0
2020,Bolivia,2,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,5,0,1,0,0,0
2020,Bolivia,2,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3,1,0,0,0,0
2020,Bolivia,1,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,5,0,1,0,1,0
2020,Bolivia,1,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,7,0,1,0,1,0
2020,Bolivia,1,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,,2.0,4.0,2.0,2.0,1.0,2,0,0,0,1,0
2020,Bolivia,2,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,6,1,0,0,0,0
2020,Bolivia,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,7,0,1,0,0,1
2020,Bolivia,1,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,5,0,0,1,1,1
2020,Bolivia,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,2,0,0,1,0,0
2020,Bolivia,1,3.0,2.0,4.0,4.0,4.0,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1,0,0,1,1,1
2020,Bolivia,1,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,7,0,0,1,1,1
